order_id,customer_id,city,category,amount,quantity,payment_method,status,created_at,updated_at
ORD-0040711,CUST-7412,Hue,Books,534.48,5,Credit Card,COMPLETED,2026-02-11 23:40:50,2026-02-11 23:40:50
ORD-0040712,CUST-8459,Nha Trang,Books,47.06,4,Bank Transfer,COMPLETED,2026-01-25 14:46:08,2026-01-25 14:46:08
ORD-0040713,CUST-5446,Ho Chi Minh,Clothing,869.81,1,E-Wallet,PENDING,2026-04-20 17:22:41,2026-04-20 17:22:41
ORD-0040714,CUST-6707,Ho Chi Minh,Sports,379.35,5,Bank Transfer,COMPLETED,2026-06-04 17:53:49,2026-06-04 17:53:49
ORD-0040715,CUST-3040,Nha Trang,Beauty,321.16,4,COD,COMPLETED,2026-06-03 23:36:17,2026-06-03 23:36:17
ORD-0040716,CUST-4317,Ho Chi Minh,Clothing,102.79,5,E-Wallet,COMPLETED,2026-06-25 10:24:52,2026-06-25 10:24:52
ORD-0040717,CUST-4881,Ho Chi Minh,Books,652.54,2,E-Wallet,COMPLETED,2026-04-15 02:43:29,2026-04-15 02:43:29
ORD-0040718,CUST-7327,Ha Noi,Home & Kitchen,1440.0,5,COD,COMPLETED,2026-02-07 02:01:05,2026-02-07 02:01:05
ORD-0040719,CUST-7396,Hai Phong,Beauty,1275.87,4,COD,COMPLETED,2026-04-17 13:31:12,2026-04-17 13:31:12
ORD-0040720,CUST-8685,Da Nang,Electronics,1313.15,4,Bank Transfer,COMPLETED,2026-02-10 12:15:21,2026-02-10 12:15:21
ORD-0040721,CUST-6724,Nha Trang,Clothing,956.53,2,Credit Card,COMPLETED,2026-04-11 13:15:02,2026-04-11 13:15:02
ORD-0040722,CUST-1533,Ha Noi,Home & Kitchen,809.18,1,Bank Transfer,COMPLETED,2026-05-04 02:36:12,2026-05-04 02:36:12
ORD-0040723,CUST-7885,Ha Noi,Sports,227.41,5,Bank Transfer,COMPLETED,2026-04-10 16:34:35,2026-04-10 16:34:35
ORD-0040724,CUST-3381,Ho Chi Minh,Books,1358.92,1,COD,COMPLETED,2026-01-30 13:16:31,2026-01-30 13:16:31
ORD-0040725,CUST-7020,Hai Phong,Clothing,390.99,2,Bank Transfer,COMPLETED,2026-03-11 10:08:41,2026-03-11 10:08:41
ORD-0040726,CUST-5620,Da Nang,Sports,1286.73,5,Credit Card,COMPLETED,2026-02-08 17:15:31,2026-02-08 17:15:31
ORD-0040727,CUST-6277,Ho Chi Minh,Home & Kitchen,103.19,4,E-Wallet,COMPLETED,2026-05-20 00:41:50,2026-05-20 00:41:50
ORD-0040728,CUST-3836,Hai Phong,Clothing,371.86,5,E-Wallet,COMPLETED,2026-06-07 21:29:28,2026-06-07 21:29:28
ORD-0040729,CUST-5088,Nha Trang,Sports,1230.69,2,Bank Transfer,COMPLETED,2026-01-07 04:48:53,2026-01-07 04:48:53
ORD-0040730,CUST-7903,Hai Phong,Clothing,828.95,1,COD,COMPLETED,2026-06-28 00:49:17,2026-06-28 00:49:17
ORD-0040731,CUST-5162,Ha Noi,Home & Kitchen,1460.89,3,E-Wallet,COMPLETED,2026-02-27 00:19:56,2026-02-27 00:19:56
ORD-0040732,CUST-7789,Ho Chi Minh,Sports,74.0,1,Bank Transfer,COMPLETED,2026-06-24 14:10:38,2026-06-24 14:10:38
ORD-0040733,CUST-1908,Hue,Sports,697.33,5,E-Wallet,COMPLETED,2026-04-06 05:12:47,2026-04-06 05:12:47
ORD-0040734,CUST-2202,Hue,Clothing,482.14,4,Credit Card,COMPLETED,2026-04-25 03:44:06,2026-04-25 03:44:06
ORD-0040735,CUST-7781,Ho Chi Minh,Clothing,1195.56,4,E-Wallet,COMPLETED,2026-06-11 08:06:18,2026-06-11 08:06:18
ORD-0040736,CUST-7950,Can Tho,Beauty,624.4,5,Bank Transfer,COMPLETED,2026-03-31 18:52:52,2026-03-31 18:52:52
ORD-0040737,CUST-2431,Da Nang,Beauty,40.23,4,COD,COMPLETED,2026-04-07 10:36:29,2026-04-07 10:36:29
ORD-0040738,CUST-1222,Can Tho,Home & Kitchen,988.84,1,COD,COMPLETED,2026-06-23 03:13:40,2026-06-23 03:13:40
ORD-0040739,CUST-6451,Can Tho,Beauty,1173.97,3,E-Wallet,COMPLETED,2026-06-29 08:55:54,2026-06-29 08:55:54
ORD-0040740,CUST-7850,Ha Noi,Clothing,659.39,5,Credit Card,COMPLETED,2026-02-04 03:51:02,2026-02-04 03:51:02
ORD-0040741,CUST-3234,Can Tho,Beauty,61.07,5,Bank Transfer,COMPLETED,2026-02-08 08:17:20,2026-02-08 08:17:20
ORD-0040742,CUST-3626,Da Nang,Electronics,121.91,1,Credit Card,COMPLETED,2026-04-03 15:17:05,2026-04-03 15:17:05
ORD-0040743,CUST-3987,Ha Noi,Books,165.52,2,COD,COMPLETED,2026-03-01 19:49:41,2026-03-01 19:49:41
ORD-0040744,CUST-2525,Ha Noi,Beauty,659.96,4,Credit Card,COMPLETED,2026-02-24 02:51:21,2026-02-24 02:51:21
ORD-0040745,CUST-1769,Nha Trang,Sports,1473.65,5,E-Wallet,COMPLETED,2026-04-12 21:16:29,2026-04-12 21:16:29
ORD-0040746,CUST-6468,Nha Trang,Beauty,1343.28,4,Bank Transfer,COMPLETED,2026-03-21 21:40:21,2026-03-21 21:40:21
ORD-0040747,CUST-7134,Can Tho,Clothing,653.97,5,Bank Transfer,COMPLETED,2026-04-16 06:11:36,2026-04-16 06:11:36
ORD-0040748,CUST-8299,Hai Phong,Clothing,373.1,1,COD,COMPLETED,2026-04-23 14:42:02,2026-04-23 14:42:02
ORD-0040749,CUST-1652,Nha Trang,Books,394.37,2,COD,PENDING,2026-02-07 17:58:11,2026-02-07 17:58:11
ORD-0040750,CUST-5891,Ha Noi,Books,1195.02,3,Bank Transfer,COMPLETED,2026-06-26 18:28:38,2026-06-26 18:28:38
ORD-0040751,CUST-4538,Ho Chi Minh,Books,1113.75,4,Credit Card,COMPLETED,2026-02-23 00:18:25,2026-02-23 00:18:25
ORD-0040752,CUST-1824,Da Nang,Beauty,1496.94,4,Credit Card,COMPLETED,2026-03-19 22:34:56,2026-03-19 22:34:56
ORD-0040753,CUST-9876,Can Tho,Beauty,1026.94,2,E-Wallet,COMPLETED,2026-01-31 17:10:38,2026-01-31 17:10:38
ORD-0040754,CUST-7652,Ha Noi,Books,342.5,2,COD,PENDING,2026-02-14 19:54:49,2026-02-14 19:54:49
ORD-0040755,CUST-1631,Hai Phong,Home & Kitchen,1323.22,2,Credit Card,COMPLETED,2026-02-25 00:21:04,2026-02-25 00:21:04
ORD-0040756,CUST-1241,Can Tho,Sports,1186.65,4,Bank Transfer,COMPLETED,2026-01-08 11:26:04,2026-01-08 11:26:04
ORD-0040757,CUST-7482,Ho Chi Minh,Clothing,1193.05,5,E-Wallet,COMPLETED,2026-03-30 04:23:39,2026-03-30 04:23:39
ORD-0040758,CUST-2333,Ha Noi,Books,31.75,1,Credit Card,COMPLETED,2026-02-14 12:39:12,2026-02-14 12:39:12
ORD-0040759,CUST-7664,Ho Chi Minh,Home & Kitchen,651.6,5,Credit Card,COMPLETED,2026-01-26 16:21:02,2026-01-26 16:21:02
ORD-0040760,CUST-4314,Ho Chi Minh,Clothing,1408.53,4,Credit Card,COMPLETED,2026-05-09 16:06:09,2026-05-09 16:06:09
ORD-0040761,CUST-9587,Hai Phong,Sports,769.74,2,Credit Card,COMPLETED,2026-05-26 00:31:10,2026-05-26 00:31:10
ORD-0040762,CUST-4925,Ho Chi Minh,Home & Kitchen,1468.2,1,Credit Card,COMPLETED,2026-01-08 19:00:31,2026-01-08 19:00:31
ORD-0040763,CUST-6120,Ha Noi,Books,1358.38,1,COD,COMPLETED,2026-03-23 00:55:06,2026-03-23 00:55:06
ORD-0040764,CUST-5250,Can Tho,Books,1005.98,5,E-Wallet,COMPLETED,2026-02-26 19:06:48,2026-02-26 19:06:48
ORD-0040765,CUST-9701,Ho Chi Minh,Beauty,1128.54,1,Credit Card,COMPLETED,2026-04-13 00:26:33,2026-04-13 00:26:33
ORD-0040766,CUST-3244,Ha Noi,Beauty,1011.98,1,COD,COMPLETED,2026-01-23 05:57:28,2026-01-23 05:57:28
ORD-0040767,CUST-2270,Hai Phong,Electronics,443.82,2,COD,COMPLETED,2026-02-23 00:07:02,2026-02-23 00:07:02
ORD-0040768,CUST-5084,Nha Trang,Home & Kitchen,429.06,5,E-Wallet,COMPLETED,2026-03-14 21:30:30,2026-03-14 21:30:30
ORD-0040769,CUST-8945,Can Tho,Sports,471.11,2,E-Wallet,PENDING,2026-06-26 01:45:07,2026-06-26 01:45:07
ORD-0040770,CUST-9048,Can Tho,Home & Kitchen,643.65,5,E-Wallet,COMPLETED,2026-01-08 12:40:34,2026-01-08 12:40:34
ORD-0040771,CUST-9831,Ha Noi,Beauty,1056.06,2,COD,COMPLETED,2026-01-29 14:41:58,2026-01-29 14:41:58
ORD-0040772,CUST-8537,Ha Noi,Electronics,379.62,4,Bank Transfer,COMPLETED,2026-04-18 11:38:48,2026-04-18 11:38:48
ORD-0040773,CUST-2388,Ho Chi Minh,Electronics,375.99,1,COD,COMPLETED,2026-03-25 22:29:52,2026-03-25 22:29:52
ORD-0040774,CUST-9771,Da Nang,Home & Kitchen,152.07,4,E-Wallet,COMPLETED,2026-02-02 04:44:45,2026-02-02 04:44:45
ORD-0040775,CUST-5108,Ho Chi Minh,Books,64.15,4,E-Wallet,COMPLETED,2026-02-02 04:33:11,2026-02-02 04:33:11
ORD-0040776,CUST-8972,Hai Phong,Clothing,846.84,5,Bank Transfer,PENDING,2026-02-11 13:40:06,2026-02-11 13:40:06
ORD-0040777,CUST-8387,Can Tho,Books,1168.37,5,E-Wallet,COMPLETED,2026-04-19 17:17:08,2026-04-19 17:17:08
ORD-0040778,CUST-9034,Ha Noi,Beauty,108.8,5,COD,PENDING,2026-01-13 17:23:23,2026-01-13 17:23:23
ORD-0040779,CUST-4901,Da Nang,Sports,118.63,3,Credit Card,COMPLETED,2026-02-19 20:23:52,2026-02-19 20:23:52
ORD-0040780,CUST-1191,Nha Trang,Home & Kitchen,428.28,2,E-Wallet,PENDING,2026-05-01 19:50:32,2026-05-01 19:50:32
ORD-0040781,CUST-6551,Ha Noi,Books,681.95,3,Credit Card,COMPLETED,2026-04-10 19:24:37,2026-04-10 19:24:37
ORD-0040782,CUST-5336,Nha Trang,Books,489.18,5,Bank Transfer,COMPLETED,2026-02-23 01:44:41,2026-02-23 01:44:41
ORD-0040783,CUST-1545,Ha Noi,Beauty,1494.55,2,E-Wallet,COMPLETED,2026-03-21 04:36:59,2026-03-21 04:36:59
ORD-0040784,CUST-2555,Nha Trang,Home & Kitchen,47.07,1,COD,COMPLETED,2026-02-10 17:30:29,2026-02-10 17:30:29
ORD-0040785,CUST-1637,Ho Chi Minh,Beauty,741.27,5,Credit Card,COMPLETED,2026-02-04 07:50:41,2026-02-04 07:50:41
ORD-0040786,CUST-1176,Hai Phong,Books,608.29,2,Bank Transfer,COMPLETED,2026-02-22 03:08:29,2026-02-22 03:08:29
ORD-0040787,CUST-9250,Da Nang,Beauty,162.42,2,COD,COMPLETED,2026-05-12 10:02:28,2026-05-12 10:02:28
ORD-0040788,CUST-7173,Ha Noi,Books,1435.17,2,COD,COMPLETED,2026-06-17 15:09:12,2026-06-17 15:09:12
ORD-0040789,CUST-7241,Da Nang,Sports,923.64,3,E-Wallet,COMPLETED,2026-02-11 19:53:43,2026-02-11 19:53:43
ORD-0040790,CUST-7839,Da Nang,Books,1332.31,4,Credit Card,COMPLETED,2026-06-24 20:31:30,2026-06-24 20:31:30
ORD-0040791,CUST-5129,Ha Noi,Home & Kitchen,524.31,3,Credit Card,COMPLETED,2026-05-18 17:55:23,2026-05-18 17:55:23
ORD-0040792,CUST-7260,Da Nang,Books,829.16,5,Credit Card,PENDING,2026-06-08 08:39:25,2026-06-08 08:39:25
ORD-0040793,CUST-3650,Hai Phong,Sports,359.02,1,Credit Card,COMPLETED,2026-06-28 14:51:48,2026-06-28 14:51:48
ORD-0040794,CUST-4461,Da Nang,Electronics,1237.07,4,COD,COMPLETED,2026-03-29 07:20:22,2026-03-29 07:20:22
ORD-0040795,CUST-4451,Hai Phong,Clothing,722.36,1,Bank Transfer,COMPLETED,2026-06-05 03:28:57,2026-06-05 03:28:57
ORD-0040796,CUST-3221,Ha Noi,Sports,1178.37,2,COD,COMPLETED,2026-01-23 09:22:29,2026-01-23 09:22:29
ORD-0040797,CUST-7432,Ha Noi,Home & Kitchen,356.01,4,Credit Card,COMPLETED,2026-06-01 20:31:02,2026-06-01 20:31:02
ORD-0040798,CUST-2066,Da Nang,Clothing,386.13,5,Bank Transfer,COMPLETED,2026-03-16 09:41:13,2026-03-16 09:41:13
ORD-0040799,CUST-3216,Ha Noi,Sports,1005.88,1,Credit Card,COMPLETED,2026-01-10 17:57:45,2026-01-10 17:57:45
ORD-0040800,CUST-9310,Hue,Beauty,532.64,5,E-Wallet,COMPLETED,2026-05-12 11:52:13,2026-05-12 11:52:13
ORD-0040801,CUST-9638,Hai Phong,Electronics,765.42,3,E-Wallet,COMPLETED,2026-06-04 03:00:43,2026-06-04 03:00:43
ORD-0040802,CUST-3869,Ho Chi Minh,Clothing,1039.58,2,Bank Transfer,COMPLETED,2026-04-29 04:38:36,2026-04-29 04:38:36
ORD-0040803,CUST-2300,Nha Trang,Electronics,668.51,2,Credit Card,COMPLETED,2026-06-16 05:56:43,2026-06-16 05:56:43
ORD-0040804,CUST-8138,Ho Chi Minh,Home & Kitchen,313.44,5,COD,COMPLETED,2026-02-22 05:32:14,2026-02-22 05:32:14
ORD-0040805,CUST-2695,Ho Chi Minh,Home & Kitchen,1295.15,3,Credit Card,COMPLETED,2026-05-28 21:05:22,2026-05-28 21:05:22
ORD-0040806,CUST-6174,Da Nang,Clothing,171.2,1,COD,COMPLETED,2026-02-23 13:43:16,2026-02-23 13:43:16
ORD-0040807,CUST-8343,Hue,Books,77.65,2,COD,COMPLETED,2026-06-21 00:06:45,2026-06-21 00:06:45
ORD-0040808,CUST-4130,Da Nang,Clothing,711.77,1,Credit Card,PENDING,2026-05-27 03:01:06,2026-05-27 03:01:06
ORD-0040809,CUST-8338,Ha Noi,Books,943.28,3,E-Wallet,COMPLETED,2026-04-18 16:24:32,2026-04-18 16:24:32
ORD-0040810,CUST-1280,Can Tho,Clothing,922.87,3,E-Wallet,COMPLETED,2026-01-08 18:48:45,2026-01-08 18:48:45
ORD-0040811,CUST-7815,Da Nang,Books,1416.36,3,Credit Card,COMPLETED,2026-02-16 05:14:05,2026-02-16 05:14:05
ORD-0040812,CUST-5960,Ha Noi,Home & Kitchen,582.89,2,Bank Transfer,COMPLETED,2026-06-01 19:47:04,2026-06-01 19:47:04
ORD-0040813,CUST-1279,Can Tho,Clothing,1403.86,4,E-Wallet,PENDING,2026-02-14 13:43:24,2026-02-14 13:43:24
ORD-0040814,CUST-3277,Ho Chi Minh,Sports,1241.96,5,E-Wallet,COMPLETED,2026-04-30 15:45:35,2026-04-30 15:45:35
ORD-0040815,CUST-5213,Hai Phong,Sports,225.79,4,Bank Transfer,PENDING,2026-05-20 12:19:40,2026-05-20 12:19:40
ORD-0040816,CUST-4462,Can Tho,Electronics,192.77,2,COD,PENDING,2026-03-23 07:26:11,2026-03-23 07:26:11
ORD-0040817,CUST-6448,Da Nang,Beauty,443.53,5,Credit Card,COMPLETED,2026-01-11 08:58:39,2026-01-11 08:58:39
ORD-0040818,CUST-5944,Can Tho,Home & Kitchen,1093.56,5,Bank Transfer,COMPLETED,2026-01-28 09:35:50,2026-01-28 09:35:50
ORD-0040819,CUST-4158,Ho Chi Minh,Beauty,456.49,1,E-Wallet,COMPLETED,2026-02-26 09:28:08,2026-02-26 09:28:08
ORD-0040820,CUST-9782,Hue,Home & Kitchen,465.99,3,Credit Card,COMPLETED,2026-06-01 06:04:01,2026-06-01 06:04:01
ORD-0040821,CUST-3256,Nha Trang,Clothing,1478.42,4,Bank Transfer,COMPLETED,2026-01-09 04:16:09,2026-01-09 04:16:09
ORD-0040822,CUST-9104,Can Tho,Electronics,681.37,1,Credit Card,COMPLETED,2026-04-10 23:14:29,2026-04-10 23:14:29
ORD-0040823,CUST-9327,Da Nang,Books,938.7,5,COD,COMPLETED,2026-03-26 14:40:27,2026-03-26 14:40:27
ORD-0040824,CUST-6753,Hue,Electronics,624.74,4,Bank Transfer,COMPLETED,2026-03-30 02:13:08,2026-03-30 02:13:08
ORD-0040825,CUST-1177,Hai Phong,Beauty,936.73,3,E-Wallet,PENDING,2026-05-28 19:17:06,2026-05-28 19:17:06
ORD-0040826,CUST-8091,Nha Trang,Beauty,1216.33,4,E-Wallet,COMPLETED,2026-04-12 20:37:51,2026-04-12 20:37:51
ORD-0040827,CUST-9791,Ho Chi Minh,Clothing,1380.43,3,COD,COMPLETED,2026-04-25 17:57:34,2026-04-25 17:57:34
ORD-0040828,CUST-2189,Nha Trang,Sports,86.56,5,Bank Transfer,COMPLETED,2026-03-15 12:35:16,2026-03-15 12:35:16
ORD-0040829,CUST-3989,Nha Trang,Beauty,1089.79,3,E-Wallet,COMPLETED,2026-03-17 23:42:48,2026-03-17 23:42:48
ORD-0040830,CUST-2575,Nha Trang,Books,470.49,5,E-Wallet,COMPLETED,2026-06-16 04:48:59,2026-06-16 04:48:59
ORD-0040831,CUST-1091,Ho Chi Minh,Clothing,485.38,1,E-Wallet,COMPLETED,2026-06-21 08:13:36,2026-06-21 08:13:36
ORD-0040832,CUST-2888,Nha Trang,Sports,1040.88,1,Bank Transfer,COMPLETED,2026-06-05 02:29:12,2026-06-05 02:29:12
ORD-0040833,CUST-1829,Can Tho,Clothing,587.79,2,COD,COMPLETED,2026-03-28 03:28:16,2026-03-28 03:28:16
ORD-0040834,CUST-2667,Nha Trang,Clothing,1469.12,1,E-Wallet,COMPLETED,2026-02-18 10:48:35,2026-02-18 10:48:35
ORD-0040835,CUST-4159,Da Nang,Home & Kitchen,1257.42,3,COD,COMPLETED,2026-03-16 10:02:58,2026-03-16 10:02:58
ORD-0040836,CUST-1588,Hue,Beauty,273.55,1,E-Wallet,PENDING,2026-04-25 09:28:59,2026-04-25 09:28:59
ORD-0040837,CUST-2847,Ho Chi Minh,Electronics,518.78,5,Credit Card,COMPLETED,2026-04-26 12:47:29,2026-04-26 12:47:29
ORD-0040838,CUST-1394,Nha Trang,Home & Kitchen,1413.41,3,Bank Transfer,COMPLETED,2026-04-11 18:00:41,2026-04-11 18:00:41
ORD-0040839,CUST-3280,Can Tho,Beauty,109.69,3,COD,COMPLETED,2026-01-18 03:36:11,2026-01-18 03:36:11
ORD-0040840,CUST-8145,Da Nang,Clothing,1365.69,4,Credit Card,COMPLETED,2026-05-31 10:45:11,2026-05-31 10:45:11
ORD-0040841,CUST-5770,Can Tho,Beauty,560.07,1,COD,COMPLETED,2026-02-13 13:25:13,2026-02-13 13:25:13
ORD-0040842,CUST-2459,Ha Noi,Sports,1499.07,5,Bank Transfer,COMPLETED,2026-04-03 22:17:14,2026-04-03 22:17:14
ORD-0040843,CUST-6706,Da Nang,Beauty,1409.57,2,Bank Transfer,COMPLETED,2026-05-03 01:51:39,2026-05-03 01:51:39
ORD-0040844,CUST-4681,Can Tho,Clothing,809.23,3,Bank Transfer,COMPLETED,2026-01-22 16:11:21,2026-01-22 16:11:21
ORD-0040845,CUST-4857,Hai Phong,Home & Kitchen,583.5,2,COD,COMPLETED,2026-06-19 23:37:46,2026-06-19 23:37:46
ORD-0040846,CUST-4195,Da Nang,Books,155.45,5,Credit Card,COMPLETED,2026-03-31 09:54:44,2026-03-31 09:54:44
ORD-0040847,CUST-2328,Can Tho,Clothing,744.57,2,E-Wallet,COMPLETED,2026-04-30 17:10:03,2026-04-30 17:10:03
ORD-0040848,CUST-7377,Da Nang,Home & Kitchen,810.38,4,Bank Transfer,COMPLETED,2026-06-27 06:47:41,2026-06-27 06:47:41
ORD-0040849,CUST-4738,Hai Phong,Beauty,426.01,5,E-Wallet,COMPLETED,2026-04-10 18:44:07,2026-04-10 18:44:07
ORD-0040850,CUST-5022,Nha Trang,Home & Kitchen,229.9,5,Credit Card,COMPLETED,2026-06-29 06:03:38,2026-06-29 06:03:38
ORD-0040851,CUST-1002,Ho Chi Minh,Beauty,1078.4,3,Bank Transfer,COMPLETED,2026-04-19 18:21:19,2026-04-19 18:21:19
ORD-0040852,CUST-6899,Da Nang,Home & Kitchen,118.11,4,Credit Card,PENDING,2026-05-09 09:40:19,2026-05-09 09:40:19
ORD-0040853,CUST-8762,Da Nang,Books,852.45,1,Bank Transfer,COMPLETED,2026-04-28 04:31:49,2026-04-28 04:31:49
ORD-0040854,CUST-9378,Ha Noi,Books,1265.23,5,Credit Card,COMPLETED,2026-01-14 19:29:40,2026-01-14 19:29:40
ORD-0040855,CUST-5881,Nha Trang,Beauty,1279.97,2,Bank Transfer,COMPLETED,2026-05-07 03:02:05,2026-05-07 03:02:05
ORD-0040856,CUST-4897,Nha Trang,Beauty,896.85,3,COD,COMPLETED,2026-01-19 03:28:23,2026-01-19 03:28:23
ORD-0040857,CUST-1760,Nha Trang,Clothing,1017.08,2,Credit Card,PENDING,2026-03-03 18:22:57,2026-03-03 18:22:57
ORD-0040858,CUST-3080,Ha Noi,Sports,96.15,1,COD,COMPLETED,2026-02-26 11:25:42,2026-02-26 11:25:42
ORD-0040859,CUST-5153,Da Nang,Home & Kitchen,72.12,5,COD,COMPLETED,2026-06-25 17:01:14,2026-06-25 17:01:14
ORD-0040860,CUST-2975,Hue,Sports,135.32,4,E-Wallet,COMPLETED,2026-04-19 13:08:59,2026-04-19 13:08:59
ORD-0040861,CUST-1151,Ho Chi Minh,Home & Kitchen,169.05,1,Credit Card,COMPLETED,2026-06-07 23:51:54,2026-06-07 23:51:54
ORD-0040862,CUST-8190,Ha Noi,Books,1370.81,2,Credit Card,COMPLETED,2026-02-16 20:01:40,2026-02-16 20:01:40
ORD-0040863,CUST-6777,Ho Chi Minh,Clothing,388.46,2,Credit Card,COMPLETED,2026-01-02 08:54:47,2026-01-02 08:54:47
ORD-0040864,CUST-2457,Hai Phong,Beauty,12.46,1,COD,COMPLETED,2026-06-28 05:46:20,2026-06-28 05:46:20
ORD-0040865,CUST-7318,Hue,Home & Kitchen,726.45,4,COD,COMPLETED,2026-05-22 02:50:16,2026-05-22 02:50:16
ORD-0040866,CUST-1906,Can Tho,Electronics,341.71,1,E-Wallet,COMPLETED,2026-02-11 07:59:57,2026-02-11 07:59:57
ORD-0040867,CUST-1302,Nha Trang,Sports,604.56,2,Bank Transfer,COMPLETED,2026-03-08 05:21:06,2026-03-08 05:21:06
ORD-0040868,CUST-3108,Can Tho,Books,1294.01,2,E-Wallet,COMPLETED,2026-01-14 15:58:47,2026-01-14 15:58:47
ORD-0040869,CUST-2892,Hue,Clothing,1195.39,1,Bank Transfer,COMPLETED,2026-01-22 18:16:23,2026-01-22 18:16:23
ORD-0040870,CUST-2339,Hue,Beauty,1304.0,4,Credit Card,COMPLETED,2026-03-20 10:08:35,2026-03-20 10:08:35
ORD-0040871,CUST-5720,Da Nang,Clothing,335.52,2,COD,COMPLETED,2026-02-11 04:06:04,2026-02-11 04:06:04
ORD-0040872,CUST-8134,Ha Noi,Home & Kitchen,159.08,3,COD,PENDING,2026-04-29 14:58:49,2026-04-29 14:58:49
ORD-0040873,CUST-7693,Ha Noi,Electronics,156.54,1,COD,COMPLETED,2026-03-31 15:06:26,2026-03-31 15:06:26
ORD-0040874,CUST-3971,Hai Phong,Clothing,564.66,4,COD,COMPLETED,2026-06-03 01:30:11,2026-06-03 01:30:11
ORD-0040875,CUST-4115,Ho Chi Minh,Books,350.33,2,Bank Transfer,PENDING,2026-04-01 01:24:34,2026-04-01 01:24:34
ORD-0040876,CUST-2199,Hai Phong,Clothing,606.93,2,E-Wallet,PENDING,2026-01-28 14:40:02,2026-01-28 14:40:02
ORD-0040877,CUST-8346,Ho Chi Minh,Beauty,366.3,4,Bank Transfer,COMPLETED,2026-06-27 00:49:25,2026-06-27 00:49:25
ORD-0040878,CUST-7869,Da Nang,Sports,89.55,1,Bank Transfer,COMPLETED,2026-01-23 23:46:42,2026-01-23 23:46:42
ORD-0040879,CUST-1736,Hai Phong,Books,927.93,5,COD,COMPLETED,2026-02-01 20:20:20,2026-02-01 20:20:20
ORD-0040880,CUST-1790,Hue,Electronics,799.6,1,Credit Card,COMPLETED,2026-02-19 01:25:33,2026-02-19 01:25:33
ORD-0040881,CUST-1026,Nha Trang,Beauty,525.61,5,Bank Transfer,PENDING,2026-01-21 22:26:55,2026-01-21 22:26:55
ORD-0040882,CUST-4572,Ho Chi Minh,Beauty,438.03,1,Credit Card,COMPLETED,2026-03-13 15:59:29,2026-03-13 15:59:29
ORD-0040883,CUST-4272,Da Nang,Sports,420.95,2,Bank Transfer,COMPLETED,2026-05-13 00:33:03,2026-05-13 00:33:03
ORD-0040884,CUST-4512,Ha Noi,Clothing,630.14,3,E-Wallet,COMPLETED,2026-02-08 17:52:53,2026-02-08 17:52:53
ORD-0040885,CUST-9129,Nha Trang,Electronics,179.15,4,Credit Card,PENDING,2026-01-14 02:16:20,2026-01-14 02:16:20
ORD-0040886,CUST-8684,Da Nang,Beauty,783.18,3,Credit Card,COMPLETED,2026-04-15 01:42:23,2026-04-15 01:42:23
ORD-0040887,CUST-3597,Hue,Books,1027.02,3,Credit Card,COMPLETED,2026-06-14 11:33:26,2026-06-14 11:33:26
ORD-0040888,CUST-4741,Nha Trang,Home & Kitchen,12.5,1,E-Wallet,COMPLETED,2026-02-17 20:58:38,2026-02-17 20:58:38
ORD-0040889,CUST-4192,Can Tho,Electronics,1009.46,2,COD,COMPLETED,2026-02-24 19:05:54,2026-02-24 19:05:54
ORD-0040890,CUST-9597,Nha Trang,Electronics,62.52,2,Bank Transfer,PENDING,2026-01-02 18:57:31,2026-01-02 18:57:31
ORD-0040891,CUST-6037,Ho Chi Minh,Books,214.66,1,E-Wallet,COMPLETED,2026-04-27 18:03:32,2026-04-27 18:03:32
ORD-0040892,CUST-1312,Can Tho,Sports,1285.99,3,Bank Transfer,COMPLETED,2026-03-15 01:07:33,2026-03-15 01:07:33
ORD-0040893,CUST-4384,Nha Trang,Home & Kitchen,1035.92,2,Credit Card,COMPLETED,2026-05-09 20:04:26,2026-05-09 20:04:26
ORD-0040894,CUST-2322,Hue,Home & Kitchen,511.43,5,E-Wallet,COMPLETED,2026-01-02 20:18:42,2026-01-02 20:18:42
ORD-0040895,CUST-4624,Nha Trang,Home & Kitchen,1032.94,5,Bank Transfer,COMPLETED,2026-04-13 22:19:32,2026-04-13 22:19:32
ORD-0040896,CUST-1738,Hai Phong,Beauty,79.53,1,Bank Transfer,COMPLETED,2026-06-14 07:03:30,2026-06-14 07:03:30
ORD-0040897,CUST-5540,Ho Chi Minh,Beauty,800.44,5,Bank Transfer,COMPLETED,2026-03-24 20:22:24,2026-03-24 20:22:24
ORD-0040898,CUST-1735,Ho Chi Minh,Electronics,614.02,4,Credit Card,COMPLETED,2026-06-09 11:47:00,2026-06-09 11:47:00
ORD-0040899,CUST-7839,Hue,Books,977.67,5,E-Wallet,COMPLETED,2026-06-24 11:41:47,2026-06-24 11:41:47
ORD-0040900,CUST-3300,Can Tho,Beauty,1163.55,1,Credit Card,COMPLETED,2026-04-22 05:31:55,2026-04-22 05:31:55
ORD-0040901,CUST-2681,Ho Chi Minh,Beauty,849.19,2,Bank Transfer,COMPLETED,2026-05-31 20:55:11,2026-05-31 20:55:11
ORD-0040902,CUST-1409,Ha Noi,Sports,1221.71,4,COD,COMPLETED,2026-05-29 12:22:41,2026-05-29 12:22:41
